Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
2021-10-11,11:00:00,,,Retail Sales (YoY) (Aug),-2.10%,,-2.90%
2021-10-12,16:25:00,,,Car Sales (YoY) (Sep),73.24%,,123.50%
2021-10-14,18:46:00,,,Motorbike Sales (YoY) (Oct),22.00%,,48.20%
2021-10-15,11:00:00,,,Export Growth (YoY) (Sep),47.64%,51.57%,64.10%
2021-10-15,11:00:00,,,Import Growth (YoY) (Sep),40.31%,50.00%,55.26%
2021-10-15,11:00:00,,,Trade Balance (Sep),4.37B,3.84B,4.74B
2021-10-19,All Day,,,Indonesia - Mawlid-al-Nabi,,,
2021-10-19,14:00:00,,,Deposit Facility Rate (Oct),2.75%,2.75%,2.75%
2021-10-19,14:00:00,,,Lending Facility Rate (Oct),4.25%,4.25%,4.25%
2021-10-19,14:18:00,,,Loans (YoY) (Sep),2.21%,,1.16%
2021-10-19,14:30:00,,,Interest Rate Decision,3.50%,,3.50%
2021-10-25,11:00:00,,,M2 Money Supply (YoY) (Sep),8.00%,,6.90%
2021-10-27,11:00:00,,,Foreign Direct Investment (YoY) (Q3),-2.70%,,19.60%
2021-10-29,11:30:00,,,Foreign Direct Investment (YoY),-2.70%,,19.60%
2021-11-01,11:00:00,,,Core Inflation (YoY) (Oct),1.33%,1.36%,1.30%
2021-11-01,11:00:00,,,Inflation (YoY) (Oct),1.66%,1.66%,1.60%
2021-11-01,11:00:00,,,Inflation (MoM) (Oct),0.12%,0.11%,-0.04%
2021-11-05,09:00:00,,,GDP (YoY) (Q3),3.51%,3.76%,7.07%
2021-11-05,09:00:00,,,GDP (QoQ) (Q3),1.55%,1.80%,3.31%
2021-11-05,11:00:00,,,FX Reserves (USD) (Nov),145.50B,,146.90B
2021-11-08,11:00:00,,,Consumer Confidence (Oct),113.4,,95.5
2021-11-09,11:00:00,,,Retail Sales (YoY) (Sep),-2.20%,,-2.10%
2021-11-12,16:09:00,,,Car Sales (YoY) (Oct),54.11%,,73.24%
2021-11-15,11:00:00,,,Export Growth (YoY) (Oct),53.35%,46.85%,47.64%
2021-11-15,11:00:00,,,Import Growth (YoY) (Oct),51.06%,56.06%,40.31%
2021-11-15,11:00:00,,,Trade Balance (Oct),5.74B,3.87B,4.37B
2021-11-18,14:00:00,,,Deposit Facility Rate (Nov),2.75%,2.75%,2.75%
2021-11-18,14:00:00,,,Lending Facility Rate (Nov),4.25%,4.25%,4.25%
2021-11-18,14:20:00,,,Loans (YoY) (Oct),3.24%,,2.21%
2021-11-18,14:30:00,,,Interest Rate Decision,3.50%,,3.50%
2021-11-19,10:27:00,,,Balance of Payments (EUR) (Q3),10.7B,,-0.4B
2021-11-19,10:27:00,,,Current Account % of GDP (Q3),1.50%,,-0.80%
2021-11-23,11:00:00,,,M2 Money Supply (YoY) (Oct),10.40%,,8.00%
2021-12-01,11:00:00,,,Core Inflation (YoY) (Nov),1.44%,1.43%,1.33%
2021-12-01,11:00:00,,,Inflation (YoY) (Nov),1.75%,1.66%,1.66%
2021-12-01,11:00:00,,,Inflation (MoM) (Nov),0.37%,0.31%,0.12%
2021-12-07,10:00:00,,,FX Reserves (USD) (Nov),145.90B,,145.50B
2021-12-08,11:00:00,,,Consumer Confidence (Nov),118.5,,113.4
2021-12-09,14:10:00,,,Motorbike Sales (YoY) (Oct),39.80%,,22.00%
2021-12-10,11:00:00,,,Retail Sales (YoY) (Oct),6.50%,,-2.20%
2021-12-13,22:12:00,,,Car Sales (YoY) (Nov),62.40%,,54.11%
2021-12-15,11:00:00,,,Export Growth (YoY) (Nov),49.70%,44.00%,53.35%
2021-12-15,11:00:00,,,Import Growth (YoY) (Nov),52.62%,37.55%,51.06%
2021-12-15,11:00:00,,,Trade Balance (Nov),3.51B,4.45B,5.74B
2021-12-16,14:00:00,,,Deposit Facility Rate (Dec),2.75%,2.75%,2.75%
2021-12-16,14:00:00,,,Lending Facility Rate (Dec),4.25%,4.25%,4.25%
2021-12-16,14:20:00,,,Loans (YoY) (Nov),4.73%,,3.24%
2021-12-16,14:30:00,,,Interest Rate Decision,3.50%,,3.50%
2021-12-17,14:30:00,,,Loans (YoY),4.73%,,3.24%
2021-12-21,11:00:00,,,Motorbike Sales (YoY) (Oct),95.60%,,22.00%
2021-12-23,11:00:00,,,M2 Money Supply (YoY) (Nov),11.00%,,10.40%
2021-12-24,All Day,,,Indonesia - National Day,,,
2021-12-31,All Day,,,Indonesia - Public Holiday,,,
2022-01-03,11:00:00,,,Core Inflation (YoY) (Dec),1.56%,1.52%,1.44%
2022-01-03,11:00:00,,,Inflation (YoY) (Dec),1.87%,1.80%,1.75%
2022-01-03,11:00:00,,,Inflation (MoM) (Dec),0.57%,0.52%,0.37%
2022-01-07,10:03:00,,,FX Reserves (USD) (Dec),144.90B,,145.90B
2022-01-10,11:00:00,,,Consumer Confidence (Dec),118.3,,118.5
2022-01-11,11:00:00,,,Retail Sales (YoY) (Nov),10.80%,,6.50%
2022-01-11,11:52:00,,,Motorbike Sales (YoY) (Dec),67.40%,,95.60%
2022-01-13,16:28:00,,,Car Sales (YoY) (Dec),68.11%,,62.40%
2022-01-17,11:00:00,,,Export Growth (YoY) (Dec),35.30%,40.40%,49.70%
2022-01-17,11:00:00,,,Import Growth (YoY) (Dec),47.93%,39.40%,52.62%
2022-01-17,11:00:00,,,Trade Balance (Dec),1.02B,3.13B,3.51B
2022-01-20,09:49:00,,,Loans (YoY) (Dec),5.20%,,4.73%
2022-01-20,14:24:00,,,Deposit Facility Rate (Jan),2.75%,2.75%,2.75%
2022-01-20,14:24:00,,,Lending Facility Rate (Jan),4.25%,4.25%,4.25%
2022-01-20,14:30:00,,,Interest Rate Decision,3.50%,,3.50%
2022-01-24,11:00:00,,,M2 Money Supply (YoY) (Dec),13.90%,,11.00%
2022-01-27,12:30:00,,,Foreign Direct Investment (YoY) (Q4),10.10%,,-2.70%
2022-02-01,All Day,,,Indonesia - Chinese New Year,,,
2022-02-02,11:00:00,,,Core Inflation (YoY) (Jan),1.84%,1.71%,1.56%
2022-02-02,11:00:00,,,Inflation (YoY) (Jan),2.18%,2.15%,1.87%
2022-02-02,11:00:00,,,Inflation (MoM) (Jan),0.56%,0.55%,0.57%
2022-02-07,11:14:00,,,GDP (YoY) (Q4),5.02%,4.90%,3.51%
2022-02-07,11:14:00,,,GDP (QoQ) (Q4),1.06%,0.99%,1.55%
2022-02-07,11:14:00,,,GDP Annual,3.69%,,-2.07%
2022-02-08,10:43:00,,,FX Reserves (USD) (Jan),141.30B,,144.90B
2022-02-10,14:30:00,,,Interest Rate Decision,3.50%,,3.50%
2022-02-10,14:30:00,,,Deposit Facility Rate (Feb),2.75%,2.75%,2.75%
2022-02-10,14:31:00,,,Lending Facility Rate (Feb),4.25%,4.25%,4.25%
2022-02-11,10:00:00,,,Consumer Confidence (Jan),119.6,,118.3
2022-02-14,11:00:00,,,Motorbike Sales (YoY) (Jan),12.50%,,67.40%
2022-02-14,11:00:00,,,Retail Sales (YoY) (Dec),13.80%,,10.80%
2022-02-15,11:00:00,,,Export Growth (YoY) (Jan),25.31%,33.86%,35.30%
2022-02-15,11:00:00,,,Import Growth (YoY) (Jan),36.77%,51.38%,47.93%
2022-02-15,11:00:00,,,Trade Balance (Jan),0.93B,0.19B,1.02B
2022-02-15,15:54:00,,,Car Sales (YoY) (Jan),58.90%,,68.11%
2022-02-18,10:01:00,,,Balance of Payments (EUR) (Q4),-0.8B,,10.7B
2022-02-18,10:02:00,,,Current Account % of GDP (Q4),0.40%,,1.50%
2022-02-23,11:00:00,,,M2 Money Supply (YoY) (Jan),12.90%,,13.90%
2022-02-25,09:50:00,,,Loans (YoY),5.50%,,4.90%
2022-02-28,All Day,,,Indonesia - Isra Wal Miraj,,,
2022-03-01,11:00:00,,,Core Inflation (YoY) (Feb),2.03%,1.93%,1.84%
2022-03-01,11:00:00,,,Inflation (YoY) (Feb),2.06%,2.10%,2.18%
