-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                   aten::_reshape_alias         0.08%       5.276ms         0.08%       5.276ms       1.499us           0 B           0 B          3520  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.096ms         0.25%      16.308ms       5.295us      -3.15 MB      -3.15 MB          3080  
                                           aten::narrow         0.07%       4.720ms         0.18%      11.828ms       4.165us           0 B           0 B          2840  
                                         aten::mse_loss         0.07%       4.601ms         0.20%      12.814ms      29.122us      54.88 KB         120 B           440  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.562ms         0.55%      35.061ms      39.843us     -99.47 MB    -152.64 MB           880  
                                        SelectBackward0         0.07%       4.430ms         1.75%     112.329ms      23.208us     444.21 MB           0 B          4840  
                              aten::_local_scalar_dense         0.07%       4.181ms         0.07%       4.181ms       0.135us           0 B           0 B         30920  
                                    UnsafeViewBackward0         0.06%       4.063ms         0.38%      24.386ms       5.038us      51.45 MB           0 B          4840  
                                            MmBackward0         0.06%       3.825ms         0.46%      29.276ms      33.268us      56.61 MB           0 B           880  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.815ms         0.20%      13.059ms       7.420us           0 B     -10.63 MB          1760  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.785ms         0.27%      17.228ms       9.789us     -13.29 MB     -26.58 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.688ms         0.07%       4.486ms       1.699us           0 B           0 B          2640  
                                        aten::unflatten         0.05%       3.472ms         0.10%       6.247ms       2.892us           0 B           0 B          2160  
                                MkldnnRnnLayerBackward0         0.05%       3.334ms         5.56%     357.267ms     811.970us      65.63 MB      -3.43 MB           440  
                                aten::mse_loss_backward         0.05%       3.317ms         0.11%       6.872ms       7.809us      54.88 KB           0 B           880  
                                   SafeSoftmaxBackward0         0.05%       3.294ms         0.21%      13.443ms       7.638us      13.29 MB           0 B          1760  
                                          aten::softmax         0.05%       3.294ms         0.45%      28.732ms      10.117us      77.85 MB           0 B          2840  
                                    aten::scalar_tensor         0.05%       3.292ms         0.05%       3.292ms       0.930us      13.91 KB      13.91 KB          3540  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.260ms         0.20%      12.856ms       5.844us           0 B           0 B          2200  
                                          ReluBackward0         0.05%       3.218ms         0.17%      10.747ms       6.106us      16.29 MB           0 B          1760  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.214ms         0.51%      32.490ms      36.920us     -48.02 MB    -104.62 MB           880  
                                       SqueezeBackward1         0.05%       3.187ms         0.15%       9.596ms       4.362us           0 B           0 B          2200  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.171ms         0.22%      13.918ms       7.908us     -16.29 MB     -32.59 MB          1760  
