-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::zeros_like         0.03%       2.089ms         0.07%       4.881ms       3.698us       3.48 MB           0 B          1320  
                                           AddBackward0         0.03%       2.046ms         0.03%       2.046ms       0.388us           0 B           0 B          5280  
                                               aten::eq         0.03%       2.032ms         0.03%       2.032ms       3.764us         540 B         540 B           540  
                                       SoftmaxBackward0         0.03%       1.957ms         0.18%      12.116ms      13.768us      53.17 MB           0 B           880  
                                            aten::clamp         0.03%       1.863ms         0.03%       1.908ms       4.337us       1.72 KB       1.72 KB           440  
                                       aten::reciprocal         0.03%       1.854ms         0.03%       1.854ms       4.213us       1.72 KB       1.72 KB           440  
                                       MseLossBackward0         0.03%       1.812ms         0.11%       7.404ms      16.827us      54.88 KB           0 B           440  
                                             aten::ones         0.03%       1.794ms         0.05%       3.266ms       3.712us         880 B           2 B           880  
                                 aten::sigmoid_backward         0.03%       1.737ms         0.03%       1.737ms       3.948us       1.72 MB       1.72 MB           440  
                                             aten::mean         0.03%       1.684ms         0.12%       7.747ms      17.607us           0 B        -608 B           440  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.550ms         0.13%       8.954ms      20.350us      54.88 KB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.482ms         0.18%      11.769ms      13.374us           0 B      -3.43 MB           880  
                                         SliceBackward0         0.02%       1.419ms         0.15%      10.287ms      11.689us       3.43 MB           0 B           880  
                                  ReshapeAliasBackward0         0.02%       1.332ms         0.06%       4.085ms       2.321us           0 B           0 B          1760  
                                aten::new_empty_strided         0.02%       1.174ms         0.03%       1.796ms       4.082us           0 B           0 B           440  
                                              aten::abs         0.02%       1.144ms         0.02%       1.144ms       2.600us           0 B           0 B           440  
                                       SigmoidBackward0         0.01%     965.832us         0.04%       2.703ms       6.143us       1.72 MB           0 B           440  
                                aten::broadcast_tensors         0.01%     938.658us         0.01%     938.658us       2.133us           0 B           0 B           440  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     921.650us         0.05%       3.624ms       8.237us      -1.72 MB      -3.43 MB           440  
                                        aten::ones_like         0.01%     888.623us         0.04%       2.795ms       6.351us       1.72 KB           0 B           440  
                                         CloneBackward0         0.01%     830.677us         0.01%     830.677us       0.315us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     614.491us         0.02%       1.652ms       3.060us           0 B           0 B           540  
                                          aten::view_as         0.01%     538.834us         0.01%     883.021us       1.635us           0 B           0 B           540  
                                         aten::randperm         0.01%     402.176us         0.01%     836.226us      20.906us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     348.258us         0.01%     348.258us       0.645us           0 B           0 B           540  
                                          aten::random_         0.00%     145.190us         0.00%     145.190us       7.259us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      21.440us         0.00%      21.440us       0.097us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.639s
