-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
      autograd::engine::evaluate_function: AddBackward0         0.16%       9.990ms         0.22%      14.320ms       2.712us       1.72 MB           0 B          5280  
                                            aten::zeros         0.15%       9.858ms         0.97%      62.419ms       9.179us     451.80 MB     320.00 KB          6800  
                                  aten::select_backward         0.15%       9.658ms         1.67%     107.418ms      22.194us     444.21 MB           0 B          4840  
                                     aten::_unsafe_view         0.15%       9.579ms         0.15%       9.579ms       1.106us           0 B           0 B          8660  
                                           BmmBackward0         0.14%       8.988ms         3.86%     248.451ms      70.583us     232.82 MB           0 B          3520  
                               NativeLayerNormBackward0         0.13%       8.117ms         0.96%      61.736ms      20.044us      12.76 MB      -8.00 KB          3080  
                                           MulBackward0         0.12%       8.055ms         0.71%      45.824ms       6.509us     147.93 MB           0 B          7040  
                                        aten::clamp_min         0.12%       7.889ms         0.12%       7.889ms       3.653us      19.78 MB      19.78 MB          2160  
                                 aten::split_with_sizes         0.12%       7.649ms         0.14%       9.083ms       4.205us           0 B           0 B          2160  
                                     TransposeBackward0         0.12%       7.614ms         0.51%      33.086ms       2.350us           0 B           0 B         14080  
autograd::engine::evaluate_function: MkldnnRnnLayerB...         0.12%       7.537ms         5.72%     368.888ms     838.381us      -1.07 GB      -1.14 GB           440  
                               aten::threshold_backward         0.12%       7.459ms         0.12%       7.459ms       4.238us      16.29 MB      16.29 MB          1760  
                                             aten::lstm         0.11%       7.405ms         5.08%     327.570ms     606.612us       1.10 GB     -11.76 MB           540  
                                       aten::lift_fresh         0.11%       7.369ms         0.11%       7.369ms       0.108us           0 B           0 B         68240  
                                             TBackward0         0.11%       7.233ms         0.48%      30.657ms       2.488us           0 B           0 B         12320  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.11%       7.197ms         0.49%      31.552ms       6.519us      51.45 MB           0 B          4840  
                                     aten::resolve_conj         0.10%       6.503ms         0.10%       6.503ms       0.061us           0 B           0 B        107260  
                                         aten::isneginf         0.10%       6.243ms         0.10%       6.243ms       3.547us       3.32 MB       3.32 MB          1760  
      autograd::engine::evaluate_function: MulBackward1         0.10%       6.228ms         0.83%      53.466ms      15.189us           0 B    -113.20 MB          3520  
                                             aten::relu         0.09%       5.816ms         0.21%      13.706ms       6.345us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       5.479ms         0.90%      58.103ms      15.371us      15.34 MB    -152.59 KB          3780  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.218ms         0.25%      16.412ms       5.329us      -3.13 MB      -3.13 MB          3080  
                                   aten::_reshape_alias         0.08%       5.168ms         0.08%       5.168ms       1.468us           0 B           0 B          3520  
                     aten::scaled_dot_product_attention         0.08%       5.032ms         5.46%     352.013ms     162.969us     161.44 MB    -148.74 KB          2160  
                                           aten::narrow         0.08%       4.987ms         0.19%      12.026ms       4.235us           0 B           0 B          2840  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.827ms         0.55%      35.510ms      40.352us    -100.55 MB    -153.72 MB           880  
                                         aten::mse_loss         0.07%       4.536ms         0.20%      12.609ms      28.657us      54.88 KB           0 B           440  
                                        SelectBackward0         0.07%       4.482ms         1.74%     111.900ms      23.120us     444.21 MB           0 B          4840  
                                    UnsafeViewBackward0         0.06%       4.014ms         0.38%      24.354ms       5.032us      51.45 MB           0 B          4840  
                              aten::_local_scalar_dense         0.06%       3.977ms         0.06%       3.977ms       0.129us           0 B           0 B         30920  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.858ms         0.20%      13.081ms       7.433us           0 B     -10.63 MB          1760  
                                            MmBackward0         0.06%       3.840ms         0.45%      29.020ms      32.977us      56.61 MB           0 B           880  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.837ms         0.28%      17.840ms      10.136us     -13.29 MB     -26.58 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.783ms         0.07%       4.565ms       1.729us           0 B           0 B          2640  
                                        aten::unflatten         0.06%       3.571ms         0.10%       6.404ms       2.965us           0 B           0 B          2160  
                                          aten::softmax         0.05%       3.412ms         0.46%      29.403ms      10.353us      77.85 MB           0 B          2840  
                                   SafeSoftmaxBackward0         0.05%       3.389ms         0.22%      14.003ms       7.956us      13.29 MB           0 B          1760  
