-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.972ms         0.20%      13.340ms       7.580us           0 B     -10.63 MB          1760  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.860ms         0.27%      17.887ms      10.163us     -13.29 MB     -26.58 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.747ms         0.07%       4.635ms       1.756us           0 B           0 B          2640  
                                        aten::unflatten         0.05%       3.520ms         0.10%       6.378ms       2.953us           0 B           0 B          2160  
                                aten::mse_loss_backward         0.05%       3.492ms         0.11%       7.237ms       8.223us      54.88 KB           0 B           880  
                                MkldnnRnnLayerBackward0         0.05%       3.454ms         5.49%     363.914ms     827.076us      65.63 MB      -3.43 MB           440  
                                   SafeSoftmaxBackward0         0.05%       3.441ms         0.21%      14.026ms       7.969us      13.29 MB           0 B          1760  
                                          aten::softmax         0.05%       3.436ms         0.45%      29.514ms      10.392us      77.85 MB           0 B          2840  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.435ms         0.51%      33.622ms      38.207us     -48.02 MB    -104.62 MB           880  
                                    aten::scalar_tensor         0.05%       3.371ms         0.05%       3.371ms       0.952us      13.90 KB      13.90 KB          3540  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.337ms         0.22%      14.457ms       8.214us     -16.29 MB     -32.59 MB          1760  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.268ms         0.20%      13.168ms       5.985us           0 B           0 B          2200  
                                       SqueezeBackward1         0.05%       3.262ms         0.15%       9.900ms       4.500us           0 B           0 B          2200  
                                            aten::zero_         0.05%       3.251ms         0.68%      45.036ms       4.021us           0 B           0 B         11200  
                                          ReluBackward0         0.05%       3.221ms         0.17%      11.120ms       6.318us      16.29 MB           0 B          1760  
                                   aten::slice_backward         0.05%       3.083ms         0.13%       8.694ms       9.880us       3.43 MB           0 B           880  
                                          aten::resize_         0.05%       3.038ms         0.05%       3.038ms       0.853us       4.64 MB       4.64 MB          3560  
                                        ExpandBackward0         0.04%       2.911ms         0.09%       5.724ms       0.723us       1.72 MB           0 B          7920  
                                          aten::sigmoid         0.04%       2.855ms         0.04%       2.855ms       5.288us       2.08 MB       2.08 MB           540  
                                     UnsqueezeBackward0         0.04%       2.852ms         0.16%      10.491ms       3.406us           0 B           0 B          3080  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.712ms         0.15%      10.221ms       5.807us           0 B           0 B          1760  
                                           MulBackward1         0.04%       2.555ms         0.73%      48.407ms      13.752us     113.20 MB      -3.70 KB          3520  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.521ms         0.10%       6.440ms       3.659us           0 B           0 B          1760  
                                             aten::triu         0.04%       2.499ms         0.04%       2.499ms       2.314us       4.22 KB       4.22 KB          1080  
                                       aten::contiguous         0.04%       2.491ms         1.25%      82.576ms      30.584us     324.87 MB           0 B          2700  
                                SplitWithSizesBackward0         0.04%       2.490ms         0.14%       9.368ms       5.323us      10.63 MB           0 B          1760  
autograd::engine::evaluate_function: SoftmaxBackward...         0.04%       2.373ms         0.22%      14.469ms      16.442us     -53.17 MB    -106.34 MB           880  
                                             aten::tril         0.03%       2.290ms         0.03%       2.290ms       2.602us         879 B         879 B           880  
                                       PermuteBackward0         0.03%       2.255ms         0.11%       7.509ms       4.267us           0 B           0 B          1760  
                                             aten::full         0.03%       2.236ms         0.06%       3.684ms       3.411us       4.22 KB           0 B          1080  
                                               aten::eq         0.03%       2.218ms         0.03%       2.218ms       4.108us         540 B         540 B           540  
                                           CatBackward0         0.03%       2.139ms         0.15%      10.221ms      11.615us           0 B           0 B           880  
                                       aten::zeros_like         0.03%       2.100ms         0.07%       4.839ms       3.666us       3.48 MB           0 B          1320  
                                           AddBackward0         0.03%       2.054ms         0.03%       2.054ms       0.389us           0 B           0 B          5280  
                                            aten::clamp         0.03%       1.962ms         0.03%       2.007ms       4.562us       1.72 KB       1.72 KB           440  
                                       MseLossBackward0         0.03%       1.897ms         0.11%       7.585ms      17.238us      54.88 KB           0 B           440  
                                       SoftmaxBackward0         0.03%       1.888ms         0.18%      12.096ms      13.745us      53.17 MB           0 B           880  
                                       aten::reciprocal         0.03%       1.817ms         0.03%       1.817ms       4.130us       1.72 KB       1.72 KB           440  
                                 aten::sigmoid_backward         0.03%       1.797ms         0.03%       1.797ms       4.085us       1.72 MB       1.72 MB           440  
                                             aten::ones         0.03%       1.787ms         0.05%       3.271ms       3.717us         880 B           6 B           880  
                                             aten::mean         0.03%       1.759ms         0.12%       7.692ms      17.481us           0 B        -712 B           440  
                                aten::new_empty_strided         0.03%       1.705ms         0.04%       2.589ms       2.942us           0 B           0 B           880  
                                         SliceBackward0         0.02%       1.530ms         0.15%      10.224ms      11.618us       3.43 MB           0 B           880  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.529ms         0.14%       9.114ms      20.714us      54.88 KB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.403ms         0.18%      11.627ms      13.213us           0 B      -3.43 MB           880  
                                  ReshapeAliasBackward0         0.02%       1.265ms         0.06%       3.919ms       2.227us           0 B           0 B          1760  
                                              aten::abs         0.02%       1.212ms         0.02%       1.212ms       2.755us           0 B           0 B           440  
                                aten::broadcast_tensors         0.02%       1.013ms         0.02%       1.013ms       2.302us           0 B           0 B           440  
                                       SigmoidBackward0         0.02%     998.780us         0.04%       2.796ms       6.355us       1.72 MB           0 B           440  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     927.852us         0.06%       3.724ms       8.464us      -1.72 MB      -3.43 MB           440  
                                        aten::ones_like         0.01%     919.245us         0.04%       2.955ms       6.716us       1.72 KB           0 B           440  
                                         CloneBackward0         0.01%     887.841us         0.01%     887.841us       0.336us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     659.276us         0.03%       1.713ms       3.172us           0 B           0 B           540  
                                          aten::view_as         0.01%     526.288us         0.01%     870.571us       1.612us           0 B           0 B           540  
                                         aten::randperm         0.01%     449.139us         0.01%     931.047us      23.276us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     445.594us         0.01%     445.594us       0.825us           0 B           0 B           540  
                                          aten::random_         0.00%     154.022us         0.00%     154.022us       7.701us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      22.054us         0.00%      22.054us       0.100us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.624s
