-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::mean         0.02%       1.573ms         0.12%       7.496ms      17.037us           0 B        -640 B           440  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.542ms         0.13%       8.643ms      19.644us      54.88 KB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.411ms         0.17%      11.203ms      12.731us           0 B      -3.43 MB           880  
                                         SliceBackward0         0.02%       1.346ms         0.15%       9.792ms      11.127us       3.43 MB           0 B           880  
                                  ReshapeAliasBackward0         0.02%       1.215ms         0.06%       3.804ms       2.161us           0 B           0 B          1760  
                                aten::new_empty_strided         0.02%       1.127ms         0.03%       1.765ms       4.012us           0 B           0 B           440  
                                              aten::abs         0.02%       1.076ms         0.02%       1.076ms       2.445us           0 B           0 B           440  
                                aten::broadcast_tensors         0.01%     948.336us         0.01%     948.336us       2.155us           0 B           0 B           440  
autograd::engine::evaluate_function: SigmoidBackward...         0.01%     897.972us         0.05%       3.437ms       7.811us      -1.72 MB      -3.43 MB           440  
                                        aten::ones_like         0.01%     896.911us         0.04%       2.742ms       6.232us       1.72 KB           0 B           440  
                                       SigmoidBackward0         0.01%     881.786us         0.04%       2.539ms       5.770us       1.72 MB           0 B           440  
                                         CloneBackward0         0.01%     828.482us         0.01%     828.482us       0.314us           0 B           0 B          2640  
                                       aten::is_nonzero         0.01%     585.286us         0.02%       1.598ms       2.959us           0 B           0 B           540  
                                          aten::view_as         0.01%     545.170us         0.01%     900.088us       1.667us           0 B           0 B           540  
                                         aten::randperm         0.01%     390.004us         0.01%     806.732us      20.168us     219.53 KB        -160 B            40  
                              aten::cudnn_is_acceptable         0.01%     323.164us         0.01%     323.164us       0.598us           0 B           0 B           540  
                                          aten::random_         0.00%     150.753us         0.00%     150.753us       7.538us           0 B           0 B            20  
                                      aten::resolve_neg         0.00%      22.406us         0.00%      22.406us       0.102us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.437s
