-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.388ms         0.50%      33.065ms      37.574us     -48.02 MB    -104.62 MB           880  
                                        aten::unflatten         0.05%       3.385ms         0.09%       6.182ms       2.862us           0 B           0 B          2160  
                                    aten::scalar_tensor         0.05%       3.301ms         0.05%       3.301ms       0.932us      13.90 KB      13.90 KB          3540  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.254ms         0.22%      14.121ms       8.023us     -16.29 MB     -32.59 MB          1760  
                                          ReluBackward0         0.05%       3.237ms         0.17%      10.867ms       6.175us      16.29 MB           0 B          1760  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.218ms         0.20%      12.810ms       5.823us           0 B           0 B          2200  
                                       SqueezeBackward1         0.05%       3.152ms         0.15%       9.592ms       4.360us           0 B           0 B          2200  
                                            aten::zero_         0.05%       3.137ms         0.68%      44.791ms       3.999us           0 B           0 B         11200  
                                          aten::resize_         0.05%       3.060ms         0.05%       3.060ms       0.859us       4.54 MB       4.54 MB          3560  
                                   aten::slice_backward         0.05%       3.042ms         0.13%       8.568ms       9.737us       3.43 MB           0 B           880  
                                        ExpandBackward0         0.05%       2.976ms         0.09%       5.681ms       0.717us       1.72 MB           0 B          7920  
                                          aten::sigmoid         0.04%       2.886ms         0.04%       2.886ms       5.345us       2.08 MB       2.08 MB           540  
                                     UnsqueezeBackward0         0.04%       2.731ms         0.16%      10.160ms       3.299us           0 B           0 B          3080  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.642ms         0.15%       9.922ms       5.638us           0 B           0 B          1760  
                                             aten::triu         0.04%       2.567ms         0.04%       2.567ms       2.377us       4.22 KB       4.22 KB          1080  
                                           MulBackward1         0.04%       2.489ms         0.73%      47.900ms      13.608us     113.20 MB      -3.87 KB          3520  
                                       aten::contiguous         0.04%       2.474ms         1.27%      83.004ms      30.742us     324.87 MB           0 B          2700  
                                SplitWithSizesBackward0         0.04%       2.451ms         0.14%       9.397ms       5.339us      10.63 MB           0 B          1760  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.425ms         0.09%       6.203ms       3.525us           0 B           0 B          1760  
autograd::engine::evaluate_function: SoftmaxBackward...         0.04%       2.296ms         0.22%      14.418ms      16.385us     -53.17 MB    -106.34 MB           880  
                                             aten::tril         0.03%       2.265ms         0.03%       2.265ms       2.574us         880 B         880 B           880  
                                       PermuteBackward0         0.03%       2.213ms         0.11%       7.280ms       4.136us           0 B           0 B          1760  
                                             aten::full         0.03%       2.182ms         0.06%       3.619ms       3.351us       4.22 KB           0 B          1080  
                                           CatBackward0         0.03%       2.154ms         0.16%      10.180ms      11.568us           0 B           0 B           880  
                                               aten::eq         0.03%       2.054ms         0.03%       2.054ms       3.804us         540 B         540 B           540  
                                       aten::zeros_like         0.03%       2.042ms         0.07%       4.824ms       3.654us       3.48 MB           0 B          1320  
                                           AddBackward0         0.03%       2.001ms         0.03%       2.001ms       0.379us           0 B           0 B          5280  
                                            aten::clamp         0.03%       1.923ms         0.03%       1.966ms       4.469us       1.72 KB       1.72 KB           440  
                                       SoftmaxBackward0         0.03%       1.910ms         0.19%      12.122ms      13.775us      53.17 MB           0 B           880  
                                       aten::reciprocal         0.03%       1.874ms         0.03%       1.874ms       4.259us       1.72 KB       1.72 KB           440  
                                             aten::ones         0.03%       1.846ms         0.05%       3.250ms       3.693us         880 B           3 B           880  
                                       MseLossBackward0         0.03%       1.768ms         0.11%       7.465ms      16.967us      54.88 KB           0 B           440  
                                 aten::sigmoid_backward         0.03%       1.763ms         0.03%       1.763ms       4.008us       1.72 MB       1.72 MB           440  
                                             aten::mean         0.03%       1.740ms         0.12%       7.604ms      17.282us           8 B        -656 B           440  
                                aten::new_empty_strided         0.02%       1.560ms         0.04%       2.373ms       2.697us           0 B           0 B           880  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.489ms         0.14%       8.954ms      20.350us      54.88 KB           0 B           440  
                                         SliceBackward0         0.02%       1.473ms         0.15%      10.042ms      11.411us       3.43 MB           0 B           880  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.448ms         0.18%      11.490ms      13.057us           0 B      -3.43 MB           880  
                                              aten::abs         0.02%       1.325ms         0.02%       1.325ms       3.012us           0 B           0 B           440  
                                  ReshapeAliasBackward0         0.02%       1.208ms         0.06%       3.778ms       2.147us           0 B           0 B          1760  
                                       SigmoidBackward0         0.02%       1.018ms         0.04%       2.781ms       6.321us       1.72 MB           0 B           440  
                                aten::broadcast_tensors         0.02%     985.567us         0.02%     985.567us       2.240us           0 B           0 B           440  
                                        aten::ones_like         0.01%     925.715us         0.04%       2.937ms       6.676us       1.72 KB           0 B           440  
